Date,Open,High,Low,Close,Volume,Adj Close,simple 10-day moving average,weighted 10-day moving average,momentum,%K,%D,output,close of yesterday,close of two days before,close of three days before,close of four days before,close of five days before,,,,,,,
2012/8/15,670.279985,674.250011,664.100014,667.539991,4816500,334.1041,647.6230016,653.3581821,38.789968,86.80168613,83.82194884,0,668.660025,660.009992,642.000005,642.349996,642.229999,,,,,,,
2012/8/16,667.509992,674.640001,667.080003,672.869983,3431900,336.771763,652.0349976,657.9485423,31.539962,95.4037415,86.48028374,1,667.539991,668.660025,660.009992,642.000005,642.349996,,,,,,,
2012/8/17,674.120014,677.249998,671.700012,677.140001,4351000,338.908909,655.6159956,662.5130884,34.320016,99.73249739,86.97915557,1,672.869983,667.539991,668.660025,660.009992,642.000005,,,,,,,
2012/8/20,675.49998,678.87002,672.659988,675.539979,3512600,338.108098,658.887995,666.1356308,35,92.20860677,87.65650451,0,677.140001,672.869983,667.539991,668.660025,660.009992,,,,,,,
2012/8/21,673.110038,677.99998,662.17,669.510004,4439900,335.090092,661.7849975,668.0669052,27.280005,78.10009987,87.47515439,0,675.539979,677.140001,672.869983,667.539991,668.660025,,,,,,,
2012/8/22,667.379995,680.600038,666.700012,677.18,3814500,338.928929,665.2799976,670.8659965,34.830004,92.30933871,88.52311649,1,669.510004,675.539979,677.140001,672.869983,667.539991,,,,,,,
2012/8/23,674.27001,680.47998,671.000029,676.800009,3564800,338.738743,668.7249989,672.9605441,34.800004,91.45485052,89.87374856,0,677.18,669.510004,675.539979,677.140001,672.869983,,,,,,,
2012/8/24,675.600039,680.449981,674.080015,678.630026,2850300,339.654667,672.388001,674.7614581,18.620034,94.19218588,92.1347114,1,676.800009,677.18,669.510004,675.539979,677.140001,,,,,,,
2012/8/27,662.98998,672.000004,659.240011,669.220011,5222100,334.944951,673.3090029,674.1854599,0.559986,47.31474104,86.90429034,0,678.630026,676.800009,677.18,669.510004,675.539979,,,,,,,
2012/8/28,664.999992,677.619989,664.739999,677.249998,4113000,338.963963,674.1680002,674.9020045,9.710007,84.31631196,86.18340598,1,669.220011,678.630026,676.800009,677.18,669.510004,,,,,,,
2012/8/29,677.369995,688.990017,676.150025,688.00998,5974600,344.349339,676.2149991,677.4187281,15.139997,96.70575865,87.17381323,1,677.249998,669.220011,678.630026,676.800009,677.18,,,,,,,
2012/8/30,684.240011,687.389995,680.179988,681.680012,3250500,341.181187,677.096002,678.4123668,4.540011,75.42855958,85.17629504,0,688.00998,677.249998,669.220011,678.630026,676.800009,,,,,,,
2012/8/31,684.000017,688.580027,680.039991,685.08999,4249900,342.887883,677.8910009,679.8658191,9.550011,86.89066819,83.89211212,1,681.680012,688.00998,677.249998,669.220011,678.630026,,,,,,,
2012/9/4,684.550003,684.999992,673.500029,681.040028,3775400,340.860875,678.4410058,680.4383695,11.530024,73.27735329,81.99898677,0,685.08999,681.680012,688.00998,677.249998,669.220011,,,,,,,
2012/9/5,679.999992,686.500016,679.140013,680.720036,3412900,340.700719,679.562009,680.8527387,3.540036,72.20175014,81.4091518,0,681.040028,685.08999,681.680012,688.00998,677.249998,,,,,,,
2012/9/6,685.96003,699.889995,684.729999,699.400007,6080900,350.050053,681.7840097,684.4596474,22.599998,98.79461699,82.05767962,1,680.720036,681.040028,685.08999,681.680012,688.00998,,,,,,,
2012/9/7,699.999992,712.249998,697.669988,706.150025,6459500,353.428441,684.7190113,688.889832,27.519999,88.49278533,81.76147311,1,699.400007,680.720036,681.040028,685.08999,681.680012,,,,,,,
2012/9/10,709.759998,712.809984,698.390031,700.770034,5114800,350.735753,686.9330121,691.8081997,31.550023,77.524816,80.09473612,0,706.150025,699.400007,680.720036,681.040028,685.08999,,,,,,,
2012/9/11,697.959981,700.650037,691.000029,692.19,3743800,346.441441,689.230011,692.7640157,14.940002,57.10424291,81.0736863,0,700.770034,706.150025,699.400007,680.720036,681.040028,,,,,,,
2012/9/12,689.410006,694.909994,680.880032,690.880032,5279300,345.785802,690.5930144,693.0640195,2.870052,44.21272678,77.06332779,0,692.19,700.770034,706.150025,699.400007,680.720036,,,,,,,
2012/9/13,693.090039,709.000016,690.539979,706.040027,5312600,353.373387,692.3960191,695.8725673,24.360015,82.77800878,75.6705528,1,690.880032,692.19,700.770034,706.150025,699.400007,,,,,,,
2012/9/14,709.600002,712.99998,707.010004,709.68,5231700,355.195195,695.1960179,699.0151093,24.59001,91.59497692,77.28719453,1,706.040027,690.880032,692.19,700.770034,706.150025,,,,,,,
2012/9/17,708.110038,712.879983,704.999992,709.979992,3013500,355.345341,697.6850181,701.7031046,28.939964,92.35445128,77.83357284,1,709.68,706.040027,690.880032,692.19,700.770034,,,,,,,
2012/9/18,707.779985,718.660024,706.780009,718.280034,4129400,359.499516,701.4090187,705.4476529,37.559998,99.03848711,80.40968622,1,709.979992,709.68,706.040027,690.880032,692.19,,,,,,,
2012/9/19,717.499992,728.560027,716.410018,727.499992,6190400,364.11411,706.0870143,710.1914662,28.099985,97.776772,82.96718841,1,718.280034,709.979992,709.68,706.040027,690.880032,,,,,,,
2012/9/20,724.470005,731.380019,721.220023,728.120037,5808900,364.424443,708.9590173,714.1974704,21.970012,93.54458844,82.44218555,1,727.499992,718.280034,709.979992,709.68,706.040027,,,,,,,
2012/9/21,732.209999,734.919993,730.119989,733.990016,12705400,367.36237,711.7430164,718.748561,33.219982,98.27909387,83.42081641,1,728.120037,727.499992,718.280034,709.979992,709.68,,,,,,,
2012/9/24,731.000028,750.03999,730.249985,749.380006,7120400,375.065068,716.6040136,725.5916501,57.190006,99.04571371,85.57290618,1,733.990016,728.120037,727.499992,718.280034,709.979992,,,,,,,
2012/9/25,753.050039,764.889994,747.659987,749.160012,12104800,374.954961,722.3010148,731.5109225,58.27998,81.27605152,87.99008704,0,749.380006,733.990016,728.120037,727.499992,718.280034,,,,,,,
2012/9/26,749.849995,761.240022,741.000028,753.460029,11334400,377.107122,728.5590145,737.1761978,47.420002,84.62681548,92.03149591,1,749.160012,749.380006,733.990016,728.120037,727.499992,,,,,,,
2012/9/27,759.949992,762.839983,751.650012,756.500016,7854300,378.628636,733.6050134,742.2563799,46.820016,85.99102067,92.3527971,1,753.460029,749.160012,749.380006,733.990016,728.120037,,,,,,,
2012/9/28,754.150012,759.300008,751.150024,754.500003,5561400,377.627629,738.0870137,746.0554689,44.520011,82.65154341,91.45845375,0,756.500016,753.460029,749.160012,749.380006,733.990016,,,,,,,
2012/10/1,759.050014,764.999991,756.210023,761.780009,6329600,381.271276,743.2670154,750.3632862,43.499975,94.46928376,91.669937,1,754.500003,756.500016,753.460029,749.160012,749.380006,,,,,,,
2012/10/2,765.199986,765.990028,750.269985,756.990004,5574800,378.873876,747.1380124,752.8583751,29.490012,81.84747442,89.95083573,0,761.780009,754.500003,756.500016,753.460029,749.160012,,,,,,,
2012/10/3,755.720035,763.920018,752.199999,762.499991,4412100,381.631627,750.6380123,755.6514621,34.379954,92.20451952,89.39361048,1,756.990004,761.780009,754.500003,756.500016,753.460029,,,,,,,
2012/10/4,762.749985,769.889994,759.400006,768.050039,4903400,384.409429,754.6310125,758.8172851,34.060023,95.37351077,89.57650271,1,762.499991,756.990004,761.780009,754.500003,756.500016,,,,,,,
2012/10/5,770.710035,774.380006,765.009991,767.649987,5466300,384.209203,757.9970096,761.1843714,18.269981,84.74956765,88.22355009,0,768.050039,762.499991,756.990004,761.780009,754.500003,,,,,,,
2012/10/8,761.000028,763.580026,754.150012,757.839983,3913200,379.299291,758.8430073,761.1558211,8.679971,50.44926932,83.36390565,0,767.649987,768.050039,762.499991,756.990004,761.780009,,,,,,,
2012/10/9,759.669999,761.32002,742.529991,744.090014,6000300,372.417424,758.3360075,758.4734587,-9.370015,9.257004304,76.16200093,0,757.839983,767.649987,768.050039,762.499991,756.990004,,,,,,,
2012/10/10,741.860007,747.529991,738.290033,744.560002,4075700,372.652654,757.4460048,755.9687304,-11.940014,17.37316068,69.43663545,1,744.090014,757.839983,767.649987,768.050039,762.499991,,,,,,,
2012/10/11,752.899982,758.500028,750.289984,751.480016,4763000,376.116124,756.9440048,754.8840052,-3.019987,36.54750033,64.49228341,1,744.560002,744.090014,757.839983,767.649987,768.050039,,,,,,,
2012/10/12,751.850007,754.869994,744.100013,744.749998,4803500,372.747747,755.9690043,752.666913,-17.030011,17.89961162,58.01709024,0,751.480016,744.560002,744.090014,757.839983,767.649987,,,,,,,
2012/10/15,741.940005,743.83002,730.700035,740.980029,6032100,370.860875,753.8890063,749.9416448,-16.009975,23.53480042,50.9236419,0,744.749998,751.480016,744.560002,744.090014,757.839983,,,,,,,
2012/10/16,740.129988,746.990004,736.460017,744.699999,4112200,372.722722,752.6600058,748.2709162,-17.799992,32.05122091,45.94401655,1,740.980029,744.749998,751.480016,744.560002,744.090014,,,,,,,
2012/10/17,743.950017,756.34002,740.259985,755.489979,4581200,378.123113,751.9590046,748.7854568,-12.56006,56.75357248,42.39892185,1,744.699999,740.980029,744.749998,751.480016,744.560002,,,,,,,
2012/10/18,755.540039,759.420005,676.000029,694.999992,24859900,347.847844,744.6539999,738.4292727,-72.649995,19.31283538,34.79285431,0,755.489979,744.699999,740.980029,744.749998,751.480016,,,,,,,
2012/10/19,705.580039,706.700011,672.000004,681.790009,22941400,341.236241,736.0680021,726.9994561,-76.049974,10.6901099,27.38690853,0,694.999992,755.489979,744.699999,740.980029,744.749998,,,,,,,
2012/10/22,681.010028,684.630001,669.7,678.670025,8103000,339.674687,728.1510063,716.5634603,-65.419989,9.790463918,23.32102799,0,681.790009,694.999992,755.489979,744.699999,740.980029,,,,,,,
2012/10/23,672.010004,687.329996,672.000004,680.349984,5827300,340.515507,721.7770033,707.8723653,-64.210018,11.87024455,23.58235202,1,678.670025,681.790009,694.999992,755.489979,744.699999,,,,,,,
2012/10/24,686.800009,687.000004,675.269986,677.299997,4988000,338.988988,715.0510028,699.7856369,-74.180019,8.470794223,22.69211537,0,680.349984,678.670025,681.790009,694.999992,755.489979,,,,,,,
2012/10/25,679.999992,682.000004,673.510029,677.759986,4797300,339.219212,707.6789998,693.0054521,-66.990012,8.983488131,19.93571415,1,677.299997,680.349984,678.670025,681.790009,694.999992,,,,,,,
2012/10/26,676.500017,683.029979,671.200024,675.149989,3897600,337.912907,700.7189989,687.0910865,-65.83004,6.074441258,18.75319712,0,677.759986,677.299997,680.349984,678.670025,681.790009,,,,,,,
2012/10/31,679.859996,681.000029,674.999992,680.299985,3070900,340.490483,694.6509945,683.3785385,-64.400014,11.81451673,17.58116875,1,675.149989,677.759986,677.299997,680.349984,678.670025,,,,,,,
2012/11/1,679.500004,690.900031,678.720023,687.58999,4096000,344.139134,688.9399936,682.0947195,-67.899989,19.93980049,16.37002671,1,680.299985,675.149989,677.759986,677.299997,680.349984,,,,,,,
2012/11/2,694.789997,695.549979,687.369995,687.919982,4644100,344.304295,682.1829939,681.9092628,-7.08001,20.30760252,12.72542971,1,687.58999,680.299985,675.149989,677.759986,677.299997,,,,,,,
2012/11/5,684.500004,686.860008,675.559979,682.959981,3268500,341.821812,680.9789928,682.0505332,1.169972,35.83777583,14.37792376,0,687.919982,687.58999,680.299985,675.149989,677.759986,,,,,,,
2012/11/6,685.47998,686.500016,677.549991,681.720011,3162400,341.201207,680.971993,682.1852638,3.049986,46.49911321,17.95882409,0,682.959981,687.919982,687.58999,680.299985,675.149989,,,,,,,
2012/11/7,674.999992,678.230035,666.490017,667.120002,4460100,333.893895,679.8169907,679.66672,-13.229982,2.167879641,17.19656566,0,681.720011,682.959981,687.919982,687.58999,680.299985,,,,,,,
2012/11/8,670.199987,671.490017,651.230023,652.289998,5188800,326.47147,677.0109921,674.6618122,-25.009999,2.391642717,16.24870548,0,667.120002,681.720011,682.959981,687.919982,687.58999,,,,,,,
2012/11/9,654.650001,668.340033,650.299985,663.029979,6221900,331.846837,675.5839903,672.1198098,-14.730007,28.13258716,18.21488477,1,652.289998,667.120002,681.720011,682.959981,687.919982,,,,,,,
2012/11/12,663.750023,669.799997,660.870032,665.900031,2808900,333.283299,674.3979948,670.3590899,-9.249958,34.47524435,20.76406039,1,663.029979,652.289998,667.120002,681.720011,682.959981,,,,,,,
2012/11/13,662.99998,667.59999,658.230036,659.050016,3185200,329.854863,672.7879975,667.5685483,-21.249969,19.33708765,22.09032503,0,665.900031,663.029979,652.289998,667.120002,681.720011,,,,,,,
2012/11/14,660.660037,662.18,650.49998,652.549991,3333400,326.601597,670.0129981,663.8889108,-35.039999,4.97238961,21.40611232,0,659.050016,665.900031,663.029979,652.289998,667.120002,,,,,,,
2012/11/15,649.999993,659.999992,643.900019,647.259998,3694100,323.953953,665.9799989,659.7520017,-40.659984,6.505288678,20.06266114,0,652.549991,659.050016,665.900031,663.029979,652.289998,,,,,,,
2012/11/16,645.990029,653.01998,636.000029,647.18,6869500,323.913914,661.9060007,656.3338201,-35.779981,21.98186319,20.2300872,0,647.259998,652.549991,659.050016,665.900031,663.029979,,,,,,,
2012/11/19,655.700036,668.920019,655.52998,668.210036,4731600,334.439457,660.4310062,657.4800083,-13.509975,63.7822085,23.02453047,1,647.18,647.259998,652.549991,659.050016,665.900031,,,,,,,
2012/11/20,669.510004,677.99998,664.570003,669.969993,4173200,335.320317,659.2560044,659.2143695,2.849991,80.4403485,26.418654,1,668.210036,647.18,647.259998,652.549991,659.050016,,,,,,,
2012/11/21,668.990017,669.799997,660.399983,665.870032,4220100,333.268284,659.1310074,660.41692,13.580034,71.11913773,33.31377981,0,669.969993,668.210036,647.18,647.259998,652.549991,,,,,,,
2012/11/23,669.969993,669.999992,666.100026,667.969981,1843100,334.31931,660.6990057,662.0240061,4.940002,76.11902214,40.68651775,1,665.870032,669.969993,668.210036,647.18,647.259998,,,,,,,
2012/11/26,666.440018,667.000005,659.020016,661.150025,4404700,330.905919,660.5110103,662.1060096,-4.750006,59.88101272,43.86136031,0,667.969981,665.870032,669.969993,668.210036,647.18,,,,,,,
2012/11/27,660.169988,674.999992,657.99998,670.710036,5012300,335.690709,660.9920108,663.9603779,11.66002,82.64297023,48.67813289,1,661.150025,667.969981,665.870032,669.969993,668.210036,,,,,,,
2012/11/28,668.00998,684.909994,663.890019,683.670025,6077900,342.177189,663.4540117,668.0836533,31.120034,97.46479271,56.4909034,1,670.710036,661.150025,667.969981,665.870032,669.969993,,,,,,,
2012/11/29,687.779985,693.900019,682.000004,691.890007,5547400,346.291295,667.3880133,673.2538342,44.630009,96.52847608,65.64651205,1,683.670025,670.710036,661.150025,667.969981,665.870032,,,,,,,
2012/11/30,691.310021,699.220011,685.690036,698.370032,6320800,349.53455,672.4990167,678.8869285,51.190032,98.6555216,74.86153534,1,691.890007,683.670025,670.710036,661.150025,667.969981,,,,,,,
2012/12/3,702.239998,705.890031,694.110014,695.249986,4380600,347.972966,677.3060153,683.0234684,27.03995,78.87205277,80.5505543,0,698.370032,691.890007,683.670025,670.710036,661.150025,,,,,,,
2012/12/4,694.999992,695.50998,685.700036,691.030028,3979400,345.860875,679.5880145,685.5187434,21.060035,68.97058431,81.06939188,0,695.249986,698.370032,691.890007,683.670025,670.710036,,,,,,,
2012/12/5,692.150001,694.500004,682.329996,687.819984,3721000,344.254246,681.3730136,687.0154652,21.949952,62.26763885,79.25212091,0,691.030028,695.249986,698.370032,691.890007,683.670025,,,,,,,
2012/12/6,687.58999,695.610038,684.510004,691.130025,2921600,345.910924,683.8990129,688.7894672,23.160044,69.17938968,79.05814611,1,687.819984,691.030028,695.249986,698.370032,691.890007,,,,,,,
2012/12/7,694.999992,696.880007,682.419994,684.210011,3834700,342.447453,685.5230159,688.8460123,23.059986,54.72959509,76.9192034,0,691.130025,687.819984,691.030028,695.249986,698.370032,,,,,,,
2012/12/10,685.389983,691.650013,683.790022,685.419982,2730600,343.053044,687.9500116,688.8272789,14.709946,57.25615535,76.65671767,1,684.210011,691.130025,687.819984,691.030028,695.249986,,,,,,,
2012/12/11,689.999992,701.920006,687.719987,696.880007,5369800,348.788792,690.5670087,690.4509144,13.209982,78.54756803,76.24717745,1,685.419982,684.210011,691.130025,687.819984,691.030028,,,,,,,
2012/12/12,699.230011,703.510028,693.480029,697.55999,4847100,349.129124,691.9560052,691.7223656,5.669983,65.13172212,73.01387039,1,696.880007,685.419982,684.210011,691.130025,687.819984,,,,,,,
2012/12/13,715.92003,716.470017,699.550003,702.699987,6882900,351.701695,693.0370032,693.6758168,4.329955,59.66601778,69.32762456,1,697.55999,696.880007,685.419982,684.210011,691.130025,,,,,,,
2012/12/14,699.170012,707.819984,698.43003,701.960005,4255900,351.331334,693.3960005,695.2981808,6.710019,57.49852644,65.21192504,0,702.699987,697.55999,696.880007,685.419982,684.210011,,,,,,,
2012/12/17,705.49998,721.920006,704.020016,720.780034,6064700,360.750768,695.9490053,700.277096,29.750006,97.12055642,67.03677541,1,701.960005,702.699987,697.55999,696.880007,685.419982,,,,,,,
2012/12/18,716.600014,729.100014,715.049991,721.070027,6003700,360.895909,698.9530052,704.8445545,33.250043,82.8309089,68.42280787,1,720.780034,701.960005,702.699987,697.55999,696.880007,,,,,,,
2012/12/19,720.710035,722.999979,716.680012,720.109989,3833300,360.41541,702.1820057,708.6912788,28.979964,80.74117149,70.27016113,0,721.070027,720.780034,701.960005,702.699987,697.55999,,,,,,,
2012/12/20,723.260034,724.65,716.970005,722.359995,3310600,361.541539,705.3050027,712.3600041,38.149984,85.56123369,71.90834553,1,720.109989,721.070027,720.780034,701.960005,702.699987,,,,,,,
2012/12/21,713.970017,718.82002,710.519979,715.630037,7044900,358.173192,708.4470053,714.2372831,30.210055,70.27150877,73.4625369,0,722.359995,720.109989,721.070027,720.780034,701.960005,,,,,,,
2012/12/24,714.510004,715.179987,707.469993,709.500004,1680100,355.105107,710.8550075,714.4287374,12.619997,52.6341295,73.00033431,0,715.630037,722.359995,720.109989,721.070027,720.780034,,,,,,,
2012/12/26,708.070039,712.879983,702.409994,708.870019,2362400,354.789799,712.0540087,714.0678304,11.310029,43.20605413,69.46618292,0,709.500004,715.630037,722.359995,720.109989,721.070027,,,,,,,
2012/12/27,707.140001,708.84002,698.610026,706.290021,3291500,353.498509,712.9270118,713.0198326,3.590034,25.62763319,65.51577403,0,708.870019,709.500004,715.630037,722.359995,720.109989,,,,,,,
2012/12/28,701.690012,706.910006,700.009992,700.009992,2801100,350.355351,712.6580123,710.6712836,-1.950013,5.151492743,60.06432153,0,706.290021,708.870019,709.500004,715.630037,722.359995,,,,,,,
2012/12/31,699.999992,710.570039,696.000029,707.379995,3990800,354.044041,713.2000113,709.7116441,-13.400039,34.38057751,57.75252664,1,700.009992,706.290021,708.870019,709.500004,715.630037,,,,,,,
2013/1/2,719.420006,727.000004,716.550015,723.250034,5077500,361.987004,713.4470113,711.5389209,2.180007,82.3263364,56.27310463,1,707.379995,700.009992,706.290021,708.870019,709.500004,,,,,,,
2013/1/3,724.929993,731.930005,720.720035,723.670024,4631700,362.197209,713.707011,713.3976505,3.560035,77.01089196,55.69110294,1,723.250034,707.379995,700.009992,706.290021,708.870019,,,,,,,
2013/1/4,729.340008,741.470017,727.679987,737.96998,5521400,369.354344,715.4930101,717.8090994,15.609985,92.30253371,56.84723916,1,723.670024,723.250034,707.379995,700.009992,706.290021,,,,,,,
2013/1/7,735.449981,739.380007,730.580038,734.749998,3308000,367.742742,716.7320104,721.3103699,19.119961,85.22097917,56.81321371,0,737.96998,723.670024,723.250034,707.379995,700.009992,,,,,,,
2013/1/8,735.540039,736.300021,724.430006,733.300033,3348800,367.017034,718.49901,724.3227377,23.800029,82.03213953,57.98927679,0,734.749998,737.96998,723.670024,723.250034,707.379995,,,,,,,
2013/1/9,732.269997,738.350032,728.600026,738.120037,4045300,369.429448,721.3610133,727.8901971,29.250018,92.63254699,61.98911853,1,733.300033,734.749998,737.96998,723.670024,723.250034,,,,,,,
2013/1/10,742.829983,744.999991,733.500028,741.480016,3667700,371.111119,724.622013,731.5481976,35.189995,92.81637198,66.95015032,1,738.120037,733.300033,734.749998,737.96998,723.670024,,,,,,,
2013/1/11,742.000004,742.429993,736.300021,739.989992,2567800,370.365361,727.9920101,734.3423756,39.98,89.77550432,73.36493743,0,741.480016,738.120037,733.300033,734.749998,737.96998,,,,,,,
2013/1/14,737.000004,742.199999,722.349995,723.250034,5722000,361.987004,730.3160143,733.4801981,15.870039,55.61229823,78.41101798,0,739.989992,741.480016,738.120037,733.300033,734.749998,,,,,,,
2013/1/15,719.330008,734.999992,712.100002,724.929993,7847500,362.827825,732.0710141,732.5009215,1.679959,38.99694617,78.87265485,1,723.250034,739.989992,741.480016,738.120037,733.300033,,,,,,,
2013/1/16,722.399994,724.340008,713.670024,715.189987,4042700,357.952947,731.2650094,729.4316439,-8.480037,9.392054812,71.57922669,0,724.929993,723.250034,739.989992,741.480016,738.120037,,,,,,,
2013/1/17,717.709987,719.64,711.020028,711.320021,4418500,356.016026,730.0300091,725.8052824,-26.649959,0.882852639,63.96642275,0,715.189987,724.929993,723.250034,739.989992,741.480016,,,,,,,
2013/1/18,710.359983,712.769985,701.33002,704.510004,6447100,352.60761,726.6840115,721.1652814,-30.239994,7.281855076,55.46435489,0,711.320021,715.189987,724.929993,723.250034,739.989992,,,,,,,
2013/1/22,704.66,705.339984,695.519979,702.869983,7577200,351.786778,723.49601,716.8354581,-30.43005,14.85449114,48.42770609,0,704.510004,711.320021,715.189987,724.929993,723.250034,,,,,,,
2013/1/23,735.990028,749.000016,735.790033,741.500016,11806300,371.121129,724.3160083,720.1089137,3.379979,85.97607552,48.82209969,1,702.869983,704.510004,711.320021,715.189987,724.929993,,,,,,,
2013/1/24,741.240022,756.830008,740.51004,754.210011,6758600,377.482488,725.9250057,725.5441869,12.729995,95.72664205,49.13150919,1,741.500016,702.869983,704.510004,711.320021,715.189987,,,,,,,
2013/1/25,750.770034,758.480028,750.249985,753.670024,4447300,377.212224,727.1440065,730.5887357,13.680032,92.36022831,49.08589483,0,754.210011,741.500016,702.869983,704.510004,711.320021,,,,,,,
2013/1/28,751.760009,755.600038,747.889982,750.730035,3250900,375.740758,728.2180108,734.8771045,27.480001,87.6906179,48.87740618,0,753.670024,754.210011,741.500016,702.869983,704.510004,,,,,,,
2013/1/29,746.75001,756.950005,746.540015,753.680024,3490700,377.217229,731.2610098,739.5065615,28.750031,92.3761114,52.5537875,1,750.730035,753.670024,754.210011,741.500016,702.869983,,,,,,,
2013/1/30,753.740022,760.950029,752.909981,753.83002,3462500,377.292302,734.1510125,743.6100179,38.640033,89.11813609,57.56590649,1,753.680024,750.730035,753.670024,754.210011,741.500016,,,,,,,
2013/1/31,750.51004,757.619988,750.249985,755.690035,3265100,378.223241,738.2010173,747.5262038,44.370014,91.96088953,65.82278997,1,753.83002,753.680024,750.730035,753.670024,754.210011,,,,,,,
2013/2/1,758.200035,776.600013,758.100038,775.600037,7484700,388.188207,744.6290189,754.3260255,71.090033,98.76668034,75.61117274,1,755.690035,753.83002,753.680024,750.730035,753.670024,,,,,,,
2013/2/4,767.689987,770.46998,758.270033,759.020015,6074900,379.889897,750.08002,756.9425703,56.150032,78.31772246,82.71475947,0,775.600037,755.690035,753.83002,753.680024,750.730035,,,,,,,
2013/2/5,761.130025,771.110025,759.470004,765.740034,3737600,383.25327,756.3670251,759.7898456,24.240018,73.38891369,88.56820173,1,759.020015,775.600037,755.690035,753.83002,753.680024,,,,,,,
2013/2/6,759.070014,772.95998,758.500028,770.169987,4152000,385.470464,759.2340222,762.299475,15.959976,82.18334494,88.18892867,1,765.740034,759.020015,775.600037,755.690035,753.83002,,,,,,,
2013/2/7,769.699998,778.81002,765.50004,773.950017,5674700,387.362371,761.2080228,764.9751104,20.279993,84.9395654,87.11022101,1,770.169987,765.740034,759.020015,775.600037,755.690035,,,,,,,
2013/2/8,780.129988,786.670011,779.560002,785.369982,6034100,393.078069,764.3780186,769.3681939,34.639947,96.7604557,87.55024374,1,773.950017,770.169987,765.740034,759.020015,775.600037,,,,,,,
2013/2/11,778.40003,783.00004,773.750022,782.419993,4331200,391.601598,767.5470144,772.6485529,28.739969,89.40937348,87.7221193,0,785.369982,773.950017,770.169987,765.740034,759.020015,,,,,,,
2013/2/12,781.750009,787.899981,779.370006,780.700035,3714200,390.740758,770.2490155,775.0400112,26.870015,80.87663542,86.5721717,0,782.419993,785.369982,773.950017,770.169987,765.740034,,,,,,,
2013/2/13,780.129988,785.349982,779.969992,782.859982,2394000,391.821813,773.1520117,777.3329142,27.169947,86.61354705,86.3217128,1,780.700035,782.419993,785.369982,773.950017,770.169987,,,,,,,
2013/2/14,779.729998,788.740022,777.769984,787.819983,3467100,394.304296,776.3650065,779.9998181,12.219946,96.99726018,86.82534987,1,782.859982,780.700035,782.419993,785.369982,773.950017,,,,,,,
2013/2/15,787.399993,793.260033,787.070001,792.889981,5454100,396.841833,778.0940009,783.0043589,33.869966,98.9424064,86.84292247,1,787.819983,782.859982,780.700035,782.419993,785.369982,,,,,,,
2013/2/19,795.990028,807.000003,795.279984,806.850007,5857700,403.828832,782.8770001,788.2327236,41.109973,99.69072974,88.9802232,1,792.889981,787.819983,782.859982,780.700035,782.419993,,,,,,,
2013/2/20,805.299983,808.970016,791.790008,792.459992,5522800,396.626623,785.5489959,789.9750858,22.290005,67.28744219,88.37007605,0,806.850007,792.889981,787.819983,782.859982,780.700035,,,,,,,
2013/2/21,798.00004,805.450041,791.220022,795.530039,7005700,398.163183,788.0850011,791.7898209,21.580022,69.08216144,87.0599577,1,792.459992,806.850007,792.889981,787.819983,782.859982,,,,,,,
2013/2/22,799.260009,801.250021,793.80002,799.709998,4103600,400.255254,790.6609992,793.9034567,14.340016,73.7080648,85.93680764,1,795.530039,792.459992,806.850007,792.889981,787.819983,,,,,,,
2013/2/25,802.299996,808.410029,790.49004,790.770033,4603100,395.780797,791.2010043,793.923281,8.35004,48.32485491,81.09324756,0,799.709998,795.530039,792.459992,806.850007,792.889981,,,,,,,
2013/2/26,794.999991,795.950029,784.400006,790.129988,4400500,395.460454,791.9720038,793.7285508,9.429953,39.6153568,76.11384589,0,790.770033,799.709998,795.530039,792.459992,806.850007,,,,,,,
2013/2/27,794.799996,804.749997,791.110025,799.779996,4048100,400.290288,793.8799999,795.1481857,16.920014,70.5448379,75.08066614,1,790.129988,790.770033,799.709998,795.530039,792.459992,,,,,,,
2013/2/28,801.100025,806.990003,801.030027,801.200022,4527000,401.001012,795.7140039,796.4790988,13.380039,75.09619862,73.9289313,1,799.779996,790.129988,790.770033,799.709998,795.530039,,,,,,,
2013/3/1,797.799983,807.139999,796.150024,806.190023,4346400,403.49851,797.5510079,798.3838296,13.300042,88.68542178,73.09774746,1,801.200022,799.779996,790.129988,790.770033,799.709998,,,,,,,
2013/3/4,805.299983,822.839982,804.999991,821.500015,5545600,411.161169,800.4120113,802.7381945,14.650008,96.51413154,72.85491997,1,806.190023,801.200022,799.779996,790.129988,790.770033,,,,,,,
2013/3/5,828.930017,840.149987,828.900017,838.600024,8080100,419.719732,803.587013,809.6814695,46.140032,97.21979636,72.60782664,1,821.500015,806.190023,801.200022,799.779996,790.129988,,,,,,,
2013/3/6,841.030026,844.000015,828.810019,831.380018,5740200,416.106115,807.4790156,814.7347432,35.849979,78.82551159,73.76163357,0,838.600024,821.500015,806.190023,801.200022,799.779996,,,,,,,
2013/3/7,834.060013,836.620012,829.580001,832.599988,4101200,416.716711,811.1860105,819.3021927,32.88999,80.87244081,74.94066151,1,831.380018,838.600024,821.500015,806.190023,801.200022,,,,,,,
2013/3/8,834.500003,834.919992,825.049989,831.520014,5817900,416.176183,814.3670121,822.9992843,40.749981,79.06040417,75.47589545,0,832.599988,831.380018,838.600024,821.500015,806.190023,,,,,,,
